Question	Answer	Source	Metadata
You are so awful	"I try, but I don't always get it right."	TECWINSOFT	TECWINSOFT.web
You are so bad	"I try, but I don't always get it right."	TECWINSOFT	TECWINSOFT.web
You are so bad at this	"I try, but I don't always get it right."	TECWINSOFT	TECWINSOFT.web
You are so dumb	"I try, but I don't always get it right."	TECWINSOFT	TECWINSOFT.web
You are so horrible	"I try, but I don't always get it right."	TECWINSOFT	TECWINSOFT.web
You are so idiotic	"I try, but I don't always get it right."	TECWINSOFT	TECWINSOFT.web
You are really worthless	"I try, but I don't always get it right."	TECWINSOFT	TECWINSOFT.web
"If that was a joke, you should be ashamed"	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Pathetic sense of humor	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Pathetic joke	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
"Oh, a wise guy, eh?"	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Not funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Not amused	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Learn to tell a joke	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Jokes aren't your strong suit	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Is that supposed to make me laugh?	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Is that supposed to be funny?	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Is that a joke? 	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I'm not amused	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't find you funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
"If you're going to tell a joke, do it right"	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Quit fooling around	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't think you're very funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't think you're funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't think that's very funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't think that's funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't think that was very funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't think that was funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't like your wisecracking	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't like your sense of humor	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't like it when you try to be funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't get the joke	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
That is not something you should joke about	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
If you're trying to be funny it's not working	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop joking 	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Am I supposed to think that was funny?	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
That is not something to joke about	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
That didn't make me laugh	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop your wisecracking	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop your silliness	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop your joking	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop trying to be funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop messing around	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop making fun of things	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop making fun	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop kidding around	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Pretty awful joke	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop joking about things	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Pretty bad joke	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop it with the wisecracking	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop it with the jokes	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop it with the humor	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop fooling around	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop clowning around	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop being silly	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
"So, you're a wise guy?"	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
"So, you think you're funny?"	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Quit messing around	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Quit joking around	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Quit joking	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't find that very funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Stop kidding	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Do you think this is funny? 	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Humor fail	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Hilarious not.	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Enough with the wisecracks	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Enough with the silliness	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Enough with the jokes already	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Enough with the humor	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Don't try to make me laugh	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Don't try to be funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Don't quit your day job	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Don't make me laugh	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Don't make jokes about that	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't find you very funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Don't joke about that	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't find that amusing	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Do you think that's funny? 	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Cut the wisecracks	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Cut the jokes	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Cut the humor	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Are you trying to say something funny?	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Are you trying to make me laugh? 	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Are you trying to be funny?	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Are you supposed to be funny?	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Are you kidding? 	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Are you kidding me?	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Am I supposed to think that's funny? 	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Don't make fun of that	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't like your sense of humor	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't find that very amusing	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't find that to be very amusing	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't find that to be amusing	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't find that funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't find that amusing	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't appreciate your silliness	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don't appreciate your sense of humor	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don?? find you very amusing	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I don?? find you amusing	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't think you were funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't think were very funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Humor isn't your strong suit	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't like your wisecracking	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't appreciate your sense of humor	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't get the joke	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't find you very funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't find you very amusing	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't find you funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't find you amusing	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't find that very funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't find that very amusing	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't find that to be very amusing	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't find that to be funny at all	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't find that to be amusing	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't find that funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
That joke is awful	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
I didn't think that was funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You tell crappy jokes	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your jokes are going nowhere with me	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your jokes are crap	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your jokes are busted	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your jokes are awful	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your joke was awful	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your joke sucks	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your joke stinks	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your joke is weak	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your attempt at humor failed	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You think you're so funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
"You think you're funny, don't you?"	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
What a whack joke	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You think that's funny? 	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your jokes are nasty	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You tell bad jokes	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You shouldn't make jokes like that. 	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You shouldn't joke about that	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You have a terrible sense of humor	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You have a sick sense of humor	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You have a lame sense of humor	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You can't make me laugh	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You call that a joke?	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You are so unfunny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You are so not funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
That is not something to make jokes about	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
"You think you're funny, but you're not"	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your sense of humor makes me sick	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You're trying too hard	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You're trying to be funny. Pathetic	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You're so unfunny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You're so not funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You're not very funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You're not funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You're not even funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You're no comedian	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You're bad at jokes	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You're bad at humor	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
"You're a wise guy, aren't you?"	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your jokes are janky	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You're a regular clown	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your jokes are lame	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your sense of humor is terrible	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your sense of humor is lame	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your sense of humor is awful	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your not funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your jokes suck	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your jokes stink	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your jokes are worse than dad jokes	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your jokes are whack	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your jokes are weak sauce	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your jokes are weak	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
Your jokes are wack	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
What a weak joke	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
You're a regular comedian	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
That was not very funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
That's not something you should be making fun of	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
That's not something you should be joking about. 	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
That's not something to joke about	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
That's not funny	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
That's no laughing matter	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
That's a stupid joke	Sometimes humor is tricky for a bot.	TECWINSOFT	TECWINSOFT.web
